ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    46474    0.010    0.000    0.010    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axes/_base.py:643(<genexpr>)
     6597    0.007    0.000    0.010    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axis.py:1894(<genexpr>)
    60184    0.010    0.000    0.010    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/path.py:202(vertices)
     2196    0.005    0.000    0.009    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/transforms.py:1969(translate)
     2292    0.002    0.000    0.009    0.000 <__array_function__ internals>:2(ravel)
     1696    0.002    0.000    0.009    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:438(__exit__)
    12670    0.007    0.000    0.009    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/lines.py:503(get_fillstyle)
    29604    0.009    0.000    0.009    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/cbook/__init__.py:2273(<genexpr>)
      188    0.000    0.000    0.009    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/text.py:1188(set_fontproperties)
    12281    0.004    0.000    0.009    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/transforms.py:200(<lambda>)
      376    0.001    0.000    0.009    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/font_manager.py:932(copy)
     3417    0.005    0.000    0.009    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/shape_base.py:24(atleast_1d)
      282    0.001    0.000    0.009    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/lines.py:1277(update_from)
     1146    0.001    0.000    0.009    0.000 <__array_function__ internals>:2(isreal)
    31557    0.008    0.000    0.008    0.000 {method 'replace' of 'str' objects}
     6429    0.004    0.000    0.008    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/lib/shape_base.py:608(_column_stack_dispatcher)
     3566    0.003    0.000    0.008    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/patches.py:269(get_patch_transform)
    28976    0.007    0.000    0.008    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/figure.py:438(_set_dpi)
     1146    0.007    0.000    0.008    0.000 {built-in method matplotlib._path.cleanup_path}
     4594    0.007    0.000    0.008    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/getlimits.py:366(__new__)
     5148    0.004    0.000    0.008    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/font_manager.py:819(set_family)
     4584    0.008    0.000    0.008    0.000 {built-in method numpy.frompyfunc}
     1316    0.002    0.000    0.008    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/markers.py:230(_recache)
    53719    0.008    0.000    0.008    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/text.py:850(get_text)
     4584    0.007    0.000    0.008    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/ticker.py:2048(__init__)
    30062    0.008    0.000    0.008    0.000 {method 'pop' of 'dict' objects}
     1048    0.005    0.000    0.008    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/tkinter/__init__.py:1504(_register)
     9168    0.006    0.000    0.007    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/_methods.py:82(_clip_dep_is_byte_swapped)
    48421    0.007    0.000    0.007    0.000 {built-in method builtins.abs}
      188    0.001    0.000    0.007    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/text.py:252(update_from)
    42760    0.007    0.000    0.007    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axes/_base.py:645(<genexpr>)
    68607    0.007    0.000    0.007    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/inspect.py:2539(kind)
6345/6337    0.002    0.000    0.007    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/abc.py:100(__subclasscheck__)
     3392    0.007    0.000    0.007    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:132(geterr)
       94    0.000    0.000    0.007    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/lines.py:1005(get_path)
     6335    0.004    0.000    0.007    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/lines.py:913(get_markeredgecolor)
    16044    0.005    0.000    0.007    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/text.py:24(_wrap_text)
      726    0.003    0.000    0.007    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/font_manager.py:1131(score_family)
     6433    0.007    0.000    0.007    0.000 {method 'astype' of 'numpy.ndarray' objects}
      541    0.006    0.000    0.007    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/transforms.py:369(size)
     1146    0.004    0.000    0.007    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/lib/type_check.py:247(isreal)
    21363    0.006    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/transforms.py:2613(get_matrix)
     1210    0.005    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axes/_base.py:4039(get_children)
     1146    0.005    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/transforms.py:375(bounds)
    31002    0.006    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/text.py:1149(set_text)
    15110    0.006    0.000    0.006    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
     4584    0.006    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/lib/function_base.py:2145(<listcomp>)
    32328    0.006    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/multiarray.py:706(dot)
     1048    0.002    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/tkinter/__init__.py:633(deletecommand)
     2292    0.002    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1705(ravel)
     6876    0.006    0.000    0.006    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
     1098    0.002    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/transforms.py:2511(__init__)
     9837    0.006    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:884(set_antialiased)
     1098    0.002    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/patches.py:783(_convert_units)
      523    0.002    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/animation.py:1707(_draw_frame)
     2292    0.004    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/bezier.py:195(<listcomp>)
     2292    0.002    0.000    0.006    0.000 <__array_function__ internals>:2(copyto)
    16320    0.006    0.000    0.006    0.000 {built-in method builtins.iter}
      282    0.000    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/lines.py:1190(set_markerfacecolor)
     8931    0.006    0.000    0.006    0.000 {method 'ravel' of 'numpy.ndarray' objects}
    19287    0.006    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/lib/stride_tricks.py:260(<genexpr>)
     7554    0.003    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/shape_base.py:208(_arrays_for_stack_dispatcher)
     6335    0.003    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/transforms.py:2721(get_affine)
       16    0.000    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:1304(__init__)
    12670    0.005    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backends/backend_agg.py:281(points_to_pixels)
    13752    0.005    0.000    0.005    0.000 {built-in method math.log10}
     2292    0.002    0.000    0.005    0.000 <__array_function__ internals>:2(empty_like)
    17946    0.005    0.000    0.005    0.000 {built-in method __new__ of type object at 0x1093beb80}
    31154    0.005    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/text.py:1216(get_usetex)
6345/6337    0.005    0.000    0.005    0.000 {built-in method _abc._abc_subclasscheck}
      470    0.003    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/cbook/__init__.py:1664(normalize_kwargs)
      541    0.001    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:1755(draw_event)
     1146    0.002    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/ticker.py:747(get_offset)
      564    0.003    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/artist.py:69(__init__)
      188    0.000    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/lines.py:1146(set_marker)
    10296    0.003    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/font_manager.py:1016(_normalize_font_family)
    24697    0.005    0.000    0.005    0.000 {built-in method math.radians}
       16    0.000    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:1950(inaxes)
    36672    0.005    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/fromnumeric.py:3164(_around_dispatcher)
      541    0.001    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/figure.py:628(get_children)
     3502    0.003    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/artist.py:585(get_snap)
    26282    0.005    0.000    0.005    0.000 {method 'lower' of 'str' objects}
       16    0.000    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:1964(<listcomp>)
     1098    0.001    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/figure.py:415(get_axes)
    26486    0.005    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/artist.py:571(get_gid)
       16    0.000    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/patches.py:153(contains_point)
    31819    0.005    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/path.py:216(codes)
       16    0.000    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/tkinter/__init__.py:4011(__del__)
       10    0.000    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backends/_backend_tk.py:268(motion_notify_event)
      190    0.000    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/font_manager.py:713(_from_any)
    25962    0.004    0.000    0.004    0.000 {built-in method builtins.id}
       10    0.000    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:1880(motion_notify_event)
    18108    0.004    0.000    0.004    0.000 {method 'values' of 'dict' objects}
     4141    0.004    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/text.py:341(<listcomp>)
    16675    0.004    0.000    0.004    0.000 {built-in method math.cos}
     4772    0.002    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/font_manager.py:1116(get_default_size)
      523    0.002    0.000    0.004    0.000 /Users/manuelulreich/Repositories/TPDAnalysisToolkit/PlotsFrame.py:68(resizePlot)
    17859    0.004    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:806(get_clip_path)
     3491    0.002    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/enum.py:283(__call__)
  602/601    0.001    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/cbook/__init__.py:213(process)
     9837    0.004    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:962(set_linewidth)
        9    0.000    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axes/_base.py:2451(autoscale_view)
     3441    0.002    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/transforms.py:1041(get_points)
     4584    0.003    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/ticker.py:1736(raise_if_exceeds)
      726    0.004    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/font_manager.py:1192(score_stretch)
    16675    0.004    0.000    0.004    0.000 {built-in method math.sin}
       18    0.000    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axes/_base.py:2517(handle_single_axis)
    26486    0.004    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:147(open_group)
    17859    0.004    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:966(set_url)
      726    0.001    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/font_manager.py:1210(score_weight)
     1098    0.002    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/figure.py:65(as_list)
    25601    0.004    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2709(_amin_dispatcher)
    31200    0.004    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/inspect.py:2527(name)
    17859    0.004    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:816(get_dashes)
    23132    0.003    0.000    0.003    0.000 {method 'get_descent' of 'matplotlib.ft2font.FT2Font' objects}
    26588    0.003    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2584(_amax_dispatcher)
     7196    0.002    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/image.py:124(<genexpr>)
    26486    0.003    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:154(close_group)
       10    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:1425(__init__)
     6993    0.003    0.000    0.003    0.000 {method 'getboolean' of '_tkinter.tkapp' objects}
    13752    0.003    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/lib/function_base.py:2141(<genexpr>)
      470    0.002    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/artist.py:1065(update_from)
       18    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/figure.py:847(set_size_inches)
    17859    0.003    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:989(get_hatch)
    17859    0.003    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/artist.py:680(get_path_effects)
    27179    0.003    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/transforms.py:1741(get_affine)
       47    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/tkinter/__init__.py:1630(configure)
       47    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/tkinter/__init__.py:1617(_configure)
     9168    0.003    0.000    0.003    0.000 {built-in method builtins.divmod}
    17859    0.003    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:1008(get_hatch_linewidth)
    17859    0.003    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:856(get_snap)
     8022    0.003    0.000    0.003    0.000 {method 'get_bitmap_offset' of 'matplotlib.ft2font.FT2Font' objects}
    19626    0.003    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/path.py:247(should_simplify)
    19626    0.003    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/path.py:235(simplify_threshold)
1560/1550    0.003    0.000    0.003    0.000 {method 'deletecommand' of '_tkinter.tkapp' objects}
     3392    0.003    0.000    0.003    0.000 {built-in method numpy.seterrobj}
      726    0.002    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/font_manager.py:1154(<listcomp>)
    17859    0.003    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:1000(get_hatch_color)
      282    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/lines.py:1204(set_markerfacecoloralt)
     9168    0.003    0.000    0.003    0.000 {built-in method math.floor}
     7737    0.003    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/text.py:826(get_position)
    17859    0.003    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:1012(get_sketch_params)
    17859    0.003    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:777(restore)
     2292    0.002    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axis.py:1389(get_minor_ticks)
     8022    0.003    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backends/backend_agg.py:264(get_canvas_width_height)
     2194    0.003    0.000    0.003    0.000 {method 'remove' of 'list' objects}
      605    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axes/_base.py:2720(<listcomp>)
        6    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backends/_backend_tk.py:274(enter_notify_event)
    12952    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/markers.py:249(get_fillstyle)
     7555    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/text.py:223(_get_multialignment)
    14834    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axis.py:279(get_loc)
        6    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:1921(enter_notify_event)
       18    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/transforms.py:936(p1)
     3060    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/text.py:344(<listcomp>)
     3290    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/artist.py:332(pchanged)
     1098    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/patches.py:757(get_path)
     1215    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/transforms.py:2236(get_matrix)
     1146    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:389(parent)
     9837    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:974(set_snap)
     1146    0.001    0.000    0.002    0.000 <__array_function__ internals>:2(imag)
     9765    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/cbook/deprecation.py:399(<genexpr>)
     9837    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/artist.py:624(get_sketch_params)
    10314    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axis.py:582(formatter)
     6784    0.002    0.000    0.002    0.000 {built-in method numpy.geterrobj}
     9937    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/fromnumeric.py:194(_reshape_dispatcher)
      376    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/spines.py:391(get_spine_transform)
     9846    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/multiarray.py:143(concatenate)
  839/592    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/transforms.py:2305(_invalidate_internal)
      282    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/lines.py:1098(set_linestyle)
     3491    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/enum.py:562(__new__)
     1125    0.002    0.000    0.002    0.000 {built-in method numpy.zeros}
     1146    0.001    0.000    0.002    0.000 <__array_function__ internals>:2(real)
    10314    0.002    0.000    0.002    0.000 {built-in method math.factorial}
       16    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:1761(resize_event)
       16    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/path.py:497(contains_point)
    67/66    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/transforms.py:1710(__eq__)
      541    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/_internal.py:249(__init__)
      100    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/markers.py:747(_set_tickup)
     2292    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/ticker.py:1894(__call__)
     8022    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/text.py:544(get_wrap)
     3255    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/inspect.py:2619(__init__)
     1125    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/shape_base.py:219(_vhstack_dispatcher)
     8022    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/text.py:733(get_color)
        9    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axes/_base.py:3145(set_xbound)
     2420    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axes/_base.py:2659(<genexpr>)
     7555    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/text.py:248(get_rotation_mode)
     9168    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/fromnumeric.py:3071(_ndim_dispatcher)
      605    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/figure.py:1832(<lambda>)
     8022    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/artist.py:785(get_alpha)
     3265    0.001    0.000    0.001    0.000 {method 'values' of 'mappingproxy' objects}
     4584    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/ticker.py:270(set_locs)
     6895    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axis.py:569(locator)
      564    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/markers.py:252(set_fillstyle)
       50    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axis.py:445(_get_text1_transform)
     1082    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/transforms.py:2356(transform_path_non_affine)
     9312    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/inspect.py:2531(default)
      564    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/rcsetup.py:623(validate_capstyle)
     5148    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/font_manager.py:912(set_file)
